row_col	V1
cost	33.8357912833313
f.n.BM	0.0627954892654743
f.n.CO2_in	997.311321347099
f.n.Glc_in_1	0.830306200940518
f.n.glk	0.0249077093858325
f.n.gnd	0.0852464043536479
f.n.kdgk	0.0370814712115358
f.n.out_Kdg	0.0554768893317162
f.n.pdh	1.04788393310186
f.n.prot	0.00189860701497042
f.n.pyc	1.07937919316315
f.n.pyk	0.500410879807433
f.n.zwf	0.114382978654298
f.x.ald	0.0643467731938028
f.x.eno	0.293539055632028
f.x.fum_a	0.504973835935006
f.x.maldh	5.52496472372562e-16
f.x.pgi	0.998999999983437
f.x.pgk	-2.12088456640988e-16
f.x.ta1	0.230077615841341
f.x.ta2	0.0737613455149122
f.x.tk1	0.348347038020837
f.x.tk2	5.4116070791032e-17
f.x.tk3	3.55851253219119e-17
f.x.tpi	0.542562388475653
1:mass;Fru6P;111111;504	1.02631570121885
1:mass;FruBP;111111;511	0.978566862734873
1:mass;Gnt6P;111111;484	1.04853537743626
1:mass;ICit;111111;498	0.968587306480945
1:mass;Mal;1111;525	1.04749170112016
1:mass;PEP;111;536	1.00023012957744
1:mass;PGA;111;480	0.973945071760332
1:mass;Rib5P;11111;530	1.11502895623503
1:mass;Sed7P;1111111;540	1.04297019801707
1:mass;Suc;1111;549	0.716523318243875
