row_col	V1
cost	51.2264313333332
f.n.BM	0.0663989432174255
f.n.CO2_in	3.76210988296415
f.n.Glc_in_1	0.832825994332384
f.n.glk	0.0980473942359547
f.n.gnd	0.108895934492814
f.n.kdgk	0.0360996721924199
f.n.out_Kdg	0.0497265387183081
f.n.pdh	1.14024439618802
f.n.prot	0.00186727056972859
f.n.pyc	0.490232099491317
f.n.pyk	0.586246694078341
f.n.zwf	0.146311664253562
f.x.ald	2.22044604925043e-16
f.x.eno	0.313177120741689
f.x.fum_a	-6.81846308836384e-17
f.x.maldh	-4.5939945680162e-16
f.x.pgi	0.0596773090858841
f.x.pgk	0.152577902455539
f.x.ta1	0.0780927414870389
f.x.ta2	0.0754056077144152
f.x.tk1	0.269657700526618
f.x.tk2	2.44061575191604e-16
f.x.tk3	0.00454267056415512
f.x.tpi	-6.66133814775089e-16
1:mass;Fru6P;111111;504	1.05179267055721
1:mass;FruBP;111111;511	0.976011323035091
1:mass;Glc6P;111111;518	1.0155526293201
1:mass;Gnt6P;111111;484	1.02491349835363
1:mass;ICit;111111;498	1.23985980063141
1:mass;Mal;1111;525	1.10992445955335
1:mass;PEP;111;536	1.01362658931213
1:mass;PGA;111;480	0.953540549115941
1:mass;Rib5P;11111;530	1.09361305852274
1:mass;Sed7P;1111111;540	1.0657789466966
1:mass;Suc;1111;549	0.804107927205344
