row_col	V1
cost	42.6521815467149
f.n.BM	0.0612468508829512
f.n.CO2_in	-5.04427413454386e-16
f.n.Glc_in_1	0.822986715415139
f.n.glk	0.0903434771219142
f.n.gnd	0.186441136681878
f.n.kdgk	0.0383385130400569
f.n.out_Kdg	0.0596994594666609
f.n.pdh	1.10468039642213
f.n.prot	0.00954539158291184
f.n.pyc	0.951518062323696
f.n.pyk	0.812411439909775
f.n.zwf	0.181533423592851
f.x.ald	-9.50856815950664e-17
f.x.eno	0.422720071658473
f.x.fum_a	-1.04844615110233e-15
f.x.maldh	-9.43689570935022e-16
f.x.pgi	0.064082228242746
f.x.pgk	0.28508939858195
f.x.ta1	2.05998420869861e-16
f.x.ta2	0.215477126957388
f.x.tk1	0.481977119621725
f.x.tk2	-1.94289029309495e-16
f.x.tk3	0.166567695029388
f.x.tpi	-3.33947147734905e-16
1:mass;Fru6P;111111;505	1.0325720760629
1:mass;FruBP;111111;512	0.982916878543482
1:mass;Glc6P;111111;519	1.02358077337164
1:mass;Gnt6P;111111;485	1.03826045275764
1:mass;ICit;111111;499	1.01684621437777
1:mass;Mal;1111;526	1.19014039505345
1:mass;PEP;111;537	0.997635254469383
1:mass;PGA;111;481	0.977552292094056
1:mass;Rib5P;11111;531	1.05862921248982
1:mass;Sed7P;1111111;541	0.990801714836139
1:mass;Suc;1111;550	0.553637240616113
