row_col	V1
cost	24.2582636433861
f.n.BM	0.0858311926026478
f.n.CO2_in	-1.48230119534649e-25
f.n.Glc_in_1	0.824931143668988
f.n.glk	0.0957752914181592
f.n.gnd	0.0372278081418835
f.n.kdgk	0.0380476920595717
f.n.out_Kdg	0.000265549940125227
f.n.pdh	1.07930846859519
f.n.prot	0.000256002178252432
f.n.pyc	0.894247220819063
f.n.pyk	0.52197778565198
f.n.zwf	0.142291227076908
f.x.ald	6.65191207003778e-15
f.x.eno	0.515582947044338
f.x.fum_a	0.574875823032904
f.x.maldh	0.0214544011007345
f.x.pgi	0.010988125068377
f.x.pgk	0.404977486520914
f.x.ta1	0.999000000000017
f.x.ta2	0.118146171681793
f.x.tk1	0.124252366239871
f.x.tk2	7.48181588036912e-16
f.x.tk3	0.0350738103060845
f.x.tpi	0.587175194831764
1:mass;Fru6P;111111;502	1.02848609622779
1:mass;FruBP;111111;509	0.990225895384336
1:mass;Glc6P;111111;516	0.911854294752223
1:mass;Gnt6P;111111;482	1.01688234903275
1:mass;ICit;111111;496	0.98615789733281
1:mass;Mal;1111;523	0.890357961447446
1:mass;PEP;111;534	1.00395306068463
1:mass;PGA;111;478	0.982199888411395
1:mass;Rib5P;11111;528	1.06327326244995
1:mass;Sed7P;1111111;538	1.01903234859855
1:mass;Suc;1111;547	0.943091009416145
